entity,coupled,degree,average-revs
builtin/providers/openstack/resource_openstack_lb_monitor_v1.go,builtin/providers/openstack/resource_openstack_networking_router_interface_v2.go,30,17
builtin/providers/openstack/resource_openstack_lb_monitor_v1.go,builtin/providers/openstack/resource_openstack_networking_floatingip_v2.go,33,18
builtin/providers/openstack/resource_openstack_lb_monitor_v1.go,builtin/providers/openstack/resource_openstack_networking_subnet_v2.go,42,26
builtin/providers/openstack/resource_openstack_lb_monitor_v1.go,builtin/providers/openstack/resource_openstack_networking_network_v2.go,54,22
builtin/providers/openstack/resource_openstack_lb_monitor_v1.go,builtin/providers/openstack/resource_openstack_lb_pool_v1.go,72,22
builtin/providers/openstack/resource_openstack_lb_monitor_v1.go,builtin/providers/openstack/resource_openstack_lb_vip_v1.go,78,21
builtin/providers/openstack/resource_openstack_lb_monitor_v2.go,builtin/providers/openstack/resource_openstack_lb_pool_v2.go,87,8
builtin/providers/openstack/resource_openstack_lb_pool_v1.go,builtin/providers/openstack/resource_openstack_networking_subnet_v2.go,48,29
builtin/providers/openstack/resource_openstack_lb_pool_v1.go,builtin/providers/openstack/resource_openstack_networking_network_v2.go,52,25
builtin/providers/openstack/resource_openstack_lb_pool_v1.go,builtin/providers/openstack/resource_openstack_lb_vip_v1.go,68,24
builtin/providers/openstack/resource_openstack_lb_vip_v1.go,builtin/providers/openstack/resource_openstack_networking_floatingip_v2.go,30,20
builtin/providers/openstack/resource_openstack_lb_vip_v1.go,builtin/providers/openstack/resource_openstack_networking_subnet_v2.go,40,28
builtin/providers/openstack/resource_openstack_lb_vip_v1.go,builtin/providers/openstack/resource_openstack_networking_network_v2.go,51,24
builtin/providers/openstack/resource_openstack_networking_floatingip_v2.go,builtin/providers/openstack/resource_openstack_networking_subnet_v2.go,32,25
builtin/providers/openstack/resource_openstack_networking_floatingip_v2.go,builtin/providers/openstack/resource_openstack_networking_router_v2.go,37,19
builtin/providers/openstack/resource_openstack_networking_floatingip_v2.go,builtin/providers/openstack/resource_openstack_networking_router_interface_v2.go,38,16
builtin/providers/openstack/resource_openstack_networking_floatingip_v2.go,builtin/providers/openstack/resource_openstack_networking_network_v2.go,42,21
builtin/providers/openstack/resource_openstack_networking_network_v2.go,builtin/providers/openstack/resource_openstack_networking_router_interface_v2.go,35,20
builtin/providers/openstack/resource_openstack_networking_network_v2.go,builtin/providers/openstack/resource_openstack_networking_router_v2.go,40,23
builtin/providers/openstack/resource_openstack_networking_network_v2.go,builtin/providers/openstack/resource_openstack_networking_subnet_v2.go,62,29
builtin/providers/openstack/resource_openstack_networking_router_interface_v2.go,builtin/providers/openstack/resource_openstack_networking_router_v2.go,52,17
builtin/providers/openstack/resource_openstack_networking_router_v2.go,builtin/providers/openstack/resource_openstack_networking_subnet_v2.go,33,27
builtin/providers/openstack/resource_openstack_networking_secgroup_rule_v2.go,builtin/providers/openstack/resource_openstack_networking_secgroup_v2.go,55,9
builtin/providers/packet/resource_packet_ip_address.go,builtin/providers/packet/resource_packet_ip_reservation.go,90,6
builtin/providers/pagerduty/resource_pagerduty_escalation_policy.go,builtin/providers/pagerduty/resource_pagerduty_service.go,48,13
builtin/providers/pagerduty/resource_pagerduty_escalation_policy.go,builtin/providers/pagerduty/resource_pagerduty_service_integration.go,50,10
builtin/providers/pagerduty/resource_pagerduty_escalation_policy.go,builtin/providers/pagerduty/resource_pagerduty_user.go,52,10
builtin/providers/pagerduty/resource_pagerduty_escalation_policy.go,builtin/providers/pagerduty/resource_pagerduty_schedule.go,63,10
builtin/providers/pagerduty/resource_pagerduty_escalation_policy.go,builtin/providers/pagerduty/resource_pagerduty_team.go,71,7
builtin/providers/pagerduty/resource_pagerduty_schedule.go,builtin/providers/pagerduty/resource_pagerduty_service.go,46,13
builtin/providers/pagerduty/resource_pagerduty_schedule.go,builtin/providers/pagerduty/resource_pagerduty_service_integration.go,47,11
builtin/providers/pagerduty/resource_pagerduty_schedule.go,builtin/providers/pagerduty/structure.go,50,10
builtin/providers/pagerduty/resource_pagerduty_schedule.go,builtin/providers/pagerduty/resource_pagerduty_user.go,60,10
builtin/providers/pagerduty/resource_pagerduty_schedule.go,builtin/providers/pagerduty/resource_pagerduty_team.go,66,8
builtin/providers/pagerduty/resource_pagerduty_service_integration.go,builtin/providers/pagerduty/resource_pagerduty_user.go,47,11
builtin/providers/pagerduty/resource_pagerduty_service.go,builtin/providers/pagerduty/structure.go,38,13
builtin/providers/pagerduty/resource_pagerduty_service.go,builtin/providers/pagerduty/resource_pagerduty_service_integration.go,44,14
builtin/providers/pagerduty/resource_pagerduty_service.go,builtin/providers/pagerduty/resource_pagerduty_user.go,46,13
builtin/providers/pagerduty/resource_pagerduty_service.go,builtin/providers/pagerduty/resource_pagerduty_team.go,47,11
builtin/providers/pagerduty/resource_pagerduty_team.go,builtin/providers/pagerduty/resource_pagerduty_user.go,66,8
builtin/providers/postgresql/config.go,builtin/providers/postgresql/provider.go,32,25
builtin/providers/postgresql/resource_postgresql_database.go,builtin/providers/postgresql/resource_postgresql_role.go,33,21
builtin/providers/profitbricks/resource_profitbricks_nic.go,builtin/providers/profitbricks/resource_profitbricks_server.go,58,9
builtin/providers/rancher/provider.go,builtin/providers/rancher/util.go,62,8
builtin/providers/rancher/resource_rancher_environment.go,builtin/providers/rancher/resource_rancher_stack.go,43,19
builtin/providers/rancher/resource_rancher_environment.go,builtin/providers/rancher/resource_rancher_registration_token.go,59,14
builtin/providers/rancher/resource_rancher_environment.go,builtin/providers/rancher/util.go,60,10
builtin/providers/rancher/resource_rancher_environment.go,builtin/providers/rancher/resource_rancher_registry_credential.go,64,13
builtin/providers/rancher/resource_rancher_environment.go,builtin/providers/rancher/resource_rancher_registry.go,64,13
builtin/providers/rancher/resource_rancher_registration_token.go,builtin/providers/rancher/util.go,57,11
builtin/providers/rancher/resource_rancher_registration_token.go,builtin/providers/rancher/resource_rancher_stack.go,63,19
builtin/providers/rancher/resource_rancher_registration_token.go,builtin/providers/rancher/resource_rancher_registry.go,92,13
builtin/providers/rancher/resource_rancher_registration_token.go,builtin/providers/rancher/resource_rancher_registry_credential.go,92,13
builtin/providers/rancher/resource_rancher_registry_credential.go,builtin/providers/rancher/util.go,63,10
builtin/providers/rancher/resource_rancher_registry_credential.go,builtin/providers/rancher/resource_rancher_stack.go,66,18
builtin/providers/rancher/resource_rancher_registry.go,builtin/providers/rancher/util.go,63,10
builtin/providers/rancher/resource_rancher_registry.go,builtin/providers/rancher/resource_rancher_stack.go,66,18
builtin/providers/rancher/resource_rancher_registry.go,builtin/providers/rancher/resource_rancher_registry_credential.go,100,12
builtin/providers/rancher/resource_rancher_stack.go,builtin/providers/rancher/util.go,38,16
builtin/providers/scaleway/helpers.go,builtin/providers/scaleway/resource_scaleway_volume_attachment.go,55,9
builtin/providers/scaleway/resource_scaleway_ip.go,builtin/providers/scaleway/resource_scaleway_server.go,66,9
builtin/providers/scaleway/resource_scaleway_ip.go,builtin/providers/scaleway/resource_scaleway_security_group.go,76,7
builtin/providers/scaleway/resource_scaleway_security_group.go,builtin/providers/scaleway/resource_scaleway_server.go,66,8
builtin/providers/scaleway/resource_scaleway_server.go,builtin/providers/scaleway/resource_scaleway_volume.go,55,9
builtin/providers/scaleway/resource_scaleway_volume.go,builtin/providers/scaleway/resource_scaleway_volume_attachment.go,66,9
builtin/providers/triton/resource_firewall_rule.go,builtin/providers/triton/resource_machine.go,52,10
builtin/providers/triton/resource_firewall_rule.go,builtin/providers/triton/resource_key.go,71,7
builtin/providers/triton/resource_key.go,builtin/providers/triton/resource_machine.go,52,10
builtin/providers/vcd/config.go,builtin/providers/vcd/resource_vcd_vapp.go,45,11
builtin/providers/vcd/config.go,builtin/providers/vcd/resource_vcd_network.go,55,9
builtin/providers/vcd/config.go,builtin/providers/vcd/structure.go,62,8
builtin/providers/vcd/config.go,builtin/providers/vcd/resource_vcd_firewall_rules.go,62,8
builtin/providers/vcd/resource_vcd_dnat.go,builtin/providers/vcd/resource_vcd_firewall_rules.go,62,8
builtin/providers/vcd/resource_vcd_dnat.go,builtin/providers/vcd/resource_vcd_vapp.go,63,11
builtin/providers/vcd/resource_vcd_dnat.go,builtin/providers/vcd/resource_vcd_network.go,77,9
builtin/providers/vcd/resource_vcd_dnat.go,builtin/providers/vcd/structure.go,87,8
builtin/providers/vcd/resource_vcd_dnat.go,builtin/providers/vcd/resource_vcd_snat.go,100,7
builtin/providers/vcd/resource_vcd_firewall_rules.go,builtin/providers/vcd/resource_vcd_vapp.go,58,12
builtin/providers/vcd/resource_vcd_firewall_rules.go,builtin/providers/vcd/resource_vcd_snat.go,62,8
builtin/providers/vcd/resource_vcd_firewall_rules.go,builtin/providers/vcd/resource_vcd_network.go,70,10
builtin/providers/vcd/resource_vcd_firewall_rules.go,builtin/providers/vcd/structure.go,77,9
builtin/providers/vcd/resource_vcd_network.go,builtin/providers/vcd/resource_vcd_vapp.go,76,13
builtin/providers/vcd/resource_vcd_network.go,builtin/providers/vcd/resource_vcd_snat.go,77,9
builtin/providers/vcd/resource_vcd_network.go,builtin/providers/vcd/structure.go,90,10
builtin/providers/vcd/resource_vcd_snat.go,builtin/providers/vcd/resource_vcd_vapp.go,63,11
builtin/providers/vcd/resource_vcd_snat.go,builtin/providers/vcd/structure.go,87,8
builtin/providers/vcd/resource_vcd_vapp.go,builtin/providers/vcd/structure.go,75,12
builtin/provisioners/chef/linux_provisioner.go,builtin/provisioners/chef/windows_provisioner.go,58,9
builtin/provisioners/file/resource_provisioner.go,helper/schema/provisioner.go,30,17
command/012_config_upgrade.go,configs/configupgrade/upgrade.go,52,10
command/apply.go,command/refresh.go,42,87
command/apply.go,command/plan.go,43,102
command/counthookaction_string.go,terraform/walkoperation_string.go,41,15
command/counthookaction_string.go,helper/schema/valuetype_string.go,46,13
command/counthookaction_string.go,terraform/instancetype_string.go,52,12
command/env_command.go,command/env_delete.go,60,10
command/env_command.go,command/env_list.go,62,8
command/env_command.go,command/env_new.go,70,10
command/env_command.go,command/env_select.go,82,9
command/env_delete.go,command/env_list.go,55,9
command/env_delete.go,command/env_select.go,73,10
command/env_delete.go,command/env_new.go,81,11
command/env_list.go,command/env_new.go,66,9
command/env_list.go,command/env_select.go,80,8
command/env_new.go,command/env_select.go,84,10
command/jsonconfig/config.go,command/test-fixtures/show-json/basic-create/output.json,40,13
command/jsonconfig/config.go,command/jsonplan/plan.go,45,18
command/jsonconfig/config.go,command/jsonplan/values.go,51,14
command/jsonconfig/config.go,command/jsonstate/state.go,55,15
command/jsonplan/plan.go,command/jsonplan/values.go,50,16
command/jsonplan/plan.go,command/test-fixtures/show-json/basic-update/output.json,53,15
command/jsonplan/plan.go,command/test-fixtures/show-json/basic-delete/output.json,53,15
command/jsonplan/plan.go,command/test-fixtures/show-json/basic-create/output.json,60,15
command/jsonplan/plan.go,command/jsonstate/state.go,70,17
command/jsonplan/values.go,command/test-fixtures/show-json/basic-create/output.json,45,11
command/jsonplan/values.go,command/jsonstate/state.go,53,13
command/jsonstate/state.go,command/test-fixtures/show-json/basic-create/output.json,41,12
command/meta_backend_migrate.go,command/workspace_new.go,33,27
command/meta_backend_migrate.go,command/workspace_delete.go,33,27
command/meta_backend_migrate.go,command/taint.go,34,35
command/meta_backend_migrate.go,command/untaint.go,36,33
command/meta_backend.go,command/meta_backend_migrate.go,36,63
command/plan.go,command/refresh.go,50,70
command/state_list.go,command/state_rm.go,35,17
command/state_list.go,command/state_meta.go,40,18
command/state_list.go,command/state_show.go,43,16
command/state_list.go,command/state_push.go,44,14
command/state_list.go,command/state_pull.go,52,12
command/state_meta.go,command/state_pull.go,33,15
command/state_meta.go,command/state_show.go,35,20
command/state_meta.go,command/state_push.go,35,17
command/state_meta.go,states/state_filter.go,38,13
command/state_meta.go,command/state_rm.go,39,21
command/state_mv.go,command/state_rm.go,57,25
command/state_pull.go,command/state_show.go,37,14
command/state_pull.go,command/state_push.go,72,11
command/state_push.go,command/state_rm.go,36,17
command/state_push.go,command/state_show.go,45,16
command/taint.go,command/workspace_new.go,39,21
command/taint.go,command/workspace_delete.go,40,20
command/taint.go,command/untaint.go,83,27
command/test-fixtures/show-json/basic-create/output.json,command/test-fixtures/show-json/basic-delete/output.json,80,10
command/test-fixtures/show-json/basic-create/output.json,command/test-fixtures/show-json/basic-update/output.json,80,10
command/test-fixtures/show-json/basic-delete/output.json,command/test-fixtures/show-json/basic-update/output.json,100,10
command/ui_input.go,terraform/ui_input.go,55,9
command/unlock.go,command/untaint.go,30,20
command/untaint.go,command/workspace_new.go,42,19
command/untaint.go,command/workspace_delete.go,43,19
command/workspace_delete.go,command/workspace_list.go,55,9
command/workspace_delete.go,command/workspace_select.go,55,9
command/workspace_delete.go,command/workspace_new.go,88,13
command/workspace_list.go,command/workspace_new.go,52,10
command/workspace_list.go,command/workspace_select.go,83,6
command/workspace_new.go,command/workspace_select.go,52,10
communicator/ssh/communicator.go,communicator/ssh/provisioner.go,33,27
config/config_string.go,config/loader_hcl.go,34,26
config/lang/ast/ast.go,config/lang/engine.go,33,15
config/lang/ast/ast.go,config/lang/ast/type_string.go,47,11
config/lang/ast/ast.go,config/lang/ast/concat.go,64,13
config/lang/ast/ast.go,config/lang/ast/call.go,64,13
config/lang/ast/ast.go,config/lang/ast/literal.go,69,13
config/lang/ast/ast.go,config/lang/ast/variable_access.go,72,13
config/lang/ast/call.go,config/lang/ast/concat.go,70,10
config/lang/ast/call.go,config/lang/ast/literal.go,76,11
config/lang/ast/call.go,config/lang/ast/variable_access.go,90,10
config/lang/ast/concat.go,config/lang/y.go,37,14
config/lang/ast/concat.go,config/lang/lang.y,41,12
config/lang/ast/concat.go,config/lang/y.output,43,12
config/lang/ast/concat.go,config/lang/ast/variable_access.go,80,10
config/lang/ast/concat.go,config/lang/ast/literal.go,85,11
config/lang/ast/literal.go,config/lang/ast/variable_access.go,85,11
config/lang/builtins.go,config/lang/check_types.go,52,12
config/lang/check_types.go,config/lang/y.go,31,16
config/lang/check_types.go,config/lang/engine.go,33,15
config/lang/check_types.go,config/lang/lang.y,34,15
config/lang/lang.y,config/lang/lex.go,51,14
config/lang/lang.y,config/lang/y.go,90,16
config/lang/lang.y,config/lang/y.output,96,14
config/lang/lex.go,config/lang/y.go,46,15
config/lang/lex.go,config/lang/y.output,53,13
config/lang/y.go,config/lang/y.output,86,15
config/module/copy_dir.go,config/module/get.go,33,18
config/module/storage.go,config/module/tree.go,30,46
config/resource_mode_string.go,terraform/walkoperation_string.go,62,16
config/resource_mode_string.go,helper/schema/valuetype_string.go,68,15
config/resource_mode_string.go,terraform/graphtype_string.go,68,15
config/resource_mode_string.go,terraform/instancetype_string.go,76,13
config/resource_mode_string.go,helper/schema/getsource_string.go,86,12
config/test-fixtures/basic.tf,config/test-fixtures/basic.tf.json,53,15
configs/configupgrade/analysis.go,configs/configupgrade/upgrade_native.go,31,19
configs/configupgrade/upgrade_body.go,configs/configupgrade/upgrade_native.go,52,21
configs/module_call.go,configs/resource.go,32,19
configs/module.go,configs/resource.go,39,23
configs/module.go,configs/module_merge.go,40,13
configs/named_values.go,configs/resource.go,38,21
configs/named_values.go,configs/provider.go,63,10
configs/provider.go,configs/resource.go,35,20
dag/dag.go,dag/walk.go,30,20
dag/graph.go,dag/marshal.go,42,19
examples/azure-vm-simple-linux/main.tf,examples/azure-vm-simple-linux/variables.tf,90,6
go.mod,go.sum,97,201
helper/plugin/grpc_provisioner.go,plugin/grpc_provisioner.go,47,11
helper/schema/field_reader_config.go,helper/schema/field_reader_diff.go,47,23
helper/schema/field_reader_config.go,helper/schema/field_reader_map.go,56,20
helper/schema/field_reader_diff.go,helper/schema/field_reader_map.go,60,22
helper/schema/field_reader.go,helper/schema/field_reader_diff.go,46,24
helper/schema/field_reader.go,helper/schema/field_reader_config.go,55,22
helper/schema/field_reader.go,helper/schema/field_reader_map.go,70,20
helper/schema/getsource_string.go,terraform/walkoperation_string.go,66,17
helper/schema/getsource_string.go,terraform/graphtype_string.go,66,15
helper/schema/getsource_string.go,helper/schema/valuetype_string.go,73,15
helper/schema/getsource_string.go,terraform/instancetype_string.go,81,14
helper/schema/provisioner.go,helper/schema/testing.go,52,10
helper/schema/valuetype_string.go,terraform/graphtype_string.go,55,18
helper/schema/valuetype_string.go,terraform/walkoperation_string.go,71,20
helper/schema/valuetype_string.go,terraform/instancetype_string.go,84,17
internal/tfplugin5/tfplugin5.pb.go,internal/tfplugin5/tfplugin5.proto,66,9
lang/data.go,lang/eval.go,57,11
lang/funcs/collection.go,lang/functions.go,40,80
lang/funcs/filesystem.go,lang/functions.go,30,50
lang/langserver/files.go,lang/langserver/server.go,76,7
plans/changes_src.go,plans/planfile/tfplan.go,34,21
plans/changes_src.go,plans/changes_sync.go,37,14
plans/changes.go,plans/internal/planproto/planfile.pb.go,30,20
plans/changes.go,plans/changes_sync.go,31,19
plans/changes.go,plans/internal/planproto/planfile.proto,32,19
plans/changes.go,plans/planfile/tfplan.go,42,26
plans/changes.go,plans/changes_src.go,66,20
plans/internal/planproto/planfile.pb.go,plans/planfile/tfplan.go,57,21
plans/internal/planproto/planfile.pb.go,plans/internal/planproto/planfile.proto,88,14
plans/internal/planproto/planfile.proto,plans/planfile/tfplan.go,61,20
plugin/discovery/version_set.go,terraform/module_dependencies.go,43,12
plugin/grpc_provider.go,plugin/grpc_provisioner.go,38,24
plugin/proto/plugin.pb.go,plugin/proto/plugin.proto,92,7
registry/client.go,registry/regsrc/terraform_provider.go,33,15
registry/client.go,svchost/disco/disco.go,34,21
registry/client.go,registry/test/mock_registry.go,35,14
registry/client.go,registry/errors.go,55,15
registry/regsrc/terraform_provider.go,registry/response/terraform_provider.go,57,11
remote/atlas.go,remote/http.go,50,10
remote/atlas.go,remote/consul.go,58,9
remote/client.go,remote/remote.go,32,28
remote/consul.go,remote/http.go,66,8
rpc/client.go,rpc/server.go,90,6
states/instance_object_src.go,states/statefile/version4.go,58,9
states/instance_object.go,states/state_deepcopy.go,37,14
states/instance_object.go,states/resource.go,41,12
states/instance_object.go,states/instance_object_src.go,45,11
states/module.go,states/sync.go,58,16
states/module.go,states/state.go,64,13
states/module.go,states/resource.go,72,11
states/resource.go,states/sync.go,44,14
states/resource.go,states/state.go,57,11
states/statefile/version3_upgrade.go,states/statefile/version4.go,63,10
svchost/disco/disco.go,svchost/disco/host.go,40,18
terraform/context_graph_type.go,terraform/graph_walk_operation.go,58,9
terraform/eval_context_builtin.go,terraform/graph_walk_context.go,38,60
terraform/eval_context_builtin.go,terraform/eval_context_mock.go,44,48
terraform/eval_context_mock.go,terraform/eval_provider.go,34,32
terraform/eval_context.go,terraform/evaltree_provider.go,31,26
terraform/eval_context.go,terraform/eval_provider.go,36,36
terraform/eval_context.go,terraform/graph_walk_context.go,41,41
terraform/eval_context.go,terraform/eval_context_builtin.go,60,52
terraform/eval_context.go,terraform/eval_context_mock.go,78,28
terraform/eval_import_state.go,terraform/transform_import_state.go,36,19
terraform/eval_provider.go,terraform/evaltree_provider.go,44,29
terraform/eval_read_data.go,terraform/node_resource_plan_instance.go,35,40
terraform/eval_read_data.go,terraform/node_data_refresh.go,44,39
terraform/eval_type.go,terraform/evaltype_string.go,90,6
terraform/graph_builder_apply.go,terraform/graph_builder_refresh.go,36,55
terraform/graph_builder_apply.go,terraform/graph_builder_plan.go,40,69
terraform/graph_builder_destroy_plan.go,terraform/graph_builder_refresh.go,30,27
terraform/graph_builder_eval.go,terraform/graph_builder_import.go,32,19
terraform/graph_builder_eval.go,terraform/graph_builder_refresh.go,39,21
terraform/graph_builder_import.go,terraform/graph_builder_refresh.go,31,29
terraform/graph_builder_plan.go,terraform/node_resource_plan.go,30,50
terraform/graph_builder_plan.go,terraform/graph_builder_refresh.go,51,45
terraform/graphtype_string.go,terraform/instancetype_string.go,60,17
terraform/graphtype_string.go,terraform/walkoperation_string.go,71,20
terraform/hook_mock.go,terraform/hook_stop.go,70,16
terraform/hook.go,terraform/hook_stop.go,70,16
terraform/hook.go,terraform/hook_mock.go,88,17
terraform/instancetype_string.go,terraform/walkoperation_string.go,77,18
terraform/node_data_refresh.go,terraform/node_resource_plan_instance.go,37,38
terraform/node_data_refresh.go,terraform/node_resource_refresh.go,38,34
terraform/node_output.go,terraform/transform_reference.go,31,32
terraform/node_output.go,terraform/transform_output.go,33,18
terraform/node_resource_apply_instance.go,terraform/node_resource_plan_instance.go,31,35
terraform/node_resource_apply.go,terraform/node_resource_plan_instance.go,31,45
terraform/node_resource_apply.go,terraform/node_resource_destroy.go,40,50
terraform/node_resource_destroy.go,terraform/transform_deposed.go,30,37
terraform/node_resource_plan_destroy.go,terraform/node_resource_plan_orphan.go,37,14
terraform/node_resource_plan_instance.go,terraform/node_resource_refresh.go,30,36
terraform/resource_provider.go,terraform/resource_provider_mock.go,53,45
terraform/test-fixtures/apply-multi-var-comprehensive/child/child.tf,terraform/test-fixtures/apply-multi-var-comprehensive/root.tf,87,8
terraform/test-fixtures/issue-9549/main.tf,terraform/test-fixtures/issue-9549/mod/main.tf,100,5
testharness/tester.go,testharness/testers_builder.go,90,6
